Kalkulationsstruktur,Preiseinheit,ME,     Preis,Kalkulationslosgrî·e, Menge,BWME,Wert Gesamt,WÑhrung,Ressource,Fehlerstatus,Preisstrategie (Text),Kostenart (Text),Kennzeichen Baugruppe
Laserzentrum ByVention,1,H,104.33,0,0,H,0,CHF,21032101   21032103 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum ByVention,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032103 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  2.0x1000x2000 AlMg1 HH14,1,M2,28.99,0,0.028,M2,0.81,CHF,CH10 1050102,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 2,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032203 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 2,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032203 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.06,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.33,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Abdeckung  (B),1,ST,16.83,5,1,ST,16.83,CHF,CH10 10173576,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  2.0x1000x2000 AlMg1 HH14,1,M2,28.95,0,0.116,M2,3.36,CHF,CH10 1050102,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 2,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032203 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 2,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032203 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.06,H,5.18,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.26,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.73,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Deckel,1,ST,3.62,0,2,ST,7.23,CHF,CH10 10153517,,Preis aus Einkaufsinfosatz,Zukaufteile,
Deckel,1,ST,3.62,0,2,ST,7.23,CHF,CH10 10153518,,Preis aus Einkaufsinfosatz,Zukaufteile,
Blech,1,ST,8.78,0,4,ST,35.11,CHF,CH10 10135408,,Preis aus Einkaufsinfosatz,Zukaufteile,
Distanzring,1,ST,8.5,0,1,ST,8.5,CHF,CH10 4-05901,,Preis aus Einkaufsinfosatz,Fremdfertigung,
Distanzring,1,ST,6.5,0,1,ST,6.5,CHF,CH10 4-05902,,Preis aus Einkaufsinfosatz,Fremdfertigung,
Distanzring,1,ST,6.2,0,1,ST,6.2,CHF,CH10 4-05903,,Preis aus Einkaufsinfosatz,Fremdfertigung,
VerstÑrkung,1,ST,6.74,5,1,ST,6.74,CHF,CH10 10173577,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  1.5x1000x2000 AlMg1 HH14,1,M2,26.66,0,0.011,M2,0.29,CHF,CH10 1050180,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.02,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.33,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Spindel,1,ST,221.26,0,1,ST,221.26,CHF,CH10 10100263,,Bewertungspreis mit USER-EXIT,Zukaufteile,
LinearfÅhrung  Z-Achse,1,ST,197.92,0,1,ST,197.92,CHF,CH10 10100266,,Preis aus Einkaufsinfosatz,Zukaufteile,
Servomotor  TL18N,1,ST,410.97,0,1,ST,410.97,CHF,CH10 10075694,,Preis aus Einkaufsinfosatz,Zukaufteile,
Servomotor  AM8023-0E21-1001,1,ST,398.16,0,1,ST,398.16,CHF,CH10 10051162,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Kupplung  D = 8H7 / 9F7,1,ST,28.5,0,1,ST,28.5,CHF,CH10 504233,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Faltenbalg Z-Achse,1,ST,294.77,0,2,ST,589.53,CHF,CH10 10098051,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckung  (B),1,ST,18.18,5,1,ST,18.18,CHF,CH10 10173595,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  2.0x1000x2000 AlMg1 HH14,1,M2,28.95,0,0.116,M2,3.36,CHF,CH10 1050102,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.06,H,5.18,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.26,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Verschalung,1,ST,61.76,0,1,ST,61.76,CHF,CH10 10082353,,Bewertungspreis mit USER-EXIT,Zukaufteile,
Abdeckung,1,ST,48.29,0,1,ST,48.29,CHF,CH10 10082352,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckung  (I),1,ST,54.73,0,1,ST,54.73,CHF,CH10 10143121,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abstreifer,1,ST,26.62,5,4,ST,106.49,CHF,CH10 10173467,,,Eigenfertigung,X
,,,,,,,,,,,,,
VOMO Kleinteile H3 UG,1,H,70.32,0,0,H,0,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
VOMO Kleinteile H3 UG,1,H,70.32,0,0.32,H,22.5,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
BÅrste,1,ST,7.92,0,4,ST,31.68,CHF,CH10 10135291,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abstreifer,1,ST,7.69,0,4,ST,30.78,CHF,CH10 10135235,,Preis aus Einkaufsinfosatz,Zukaufteile,
Halter  (K),1,ST,2.7,5,4,ST,10.81,CHF,CH10 10173466,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.044,H,4.59,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.016,M2,0.63,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.04,H,3.45,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.05,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.09,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Zuschlag MGK,,,0,,,,4.87,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,5.85,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Haube  (K),1,ST,26.85,5,1,ST,26.85,CHF,CH10 10173472,,,Eigenfertigung,X
,,,,,,,,,,,,,
Kleinkomponenten Schlosserei,1,H,64.8,0,0,H,0,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Kleinkomponenten Schlosserei,1,H,64.8,0,0.12,H,7.78,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blech,1,ST,2.15,5,1,ST,2.15,CHF,CH10 10173471,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.037,M2,1.02,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,0.08,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,0.22,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Haube,1,ST,12.73,5,1,ST,12.73,CHF,CH10 10173470,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.112,M2,3.1,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.24,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.94,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.02,H,1.73,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag PGK,,,0,,,,2.47,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Abdeckung  (B),1,ST,114.63,0,1,ST,114.63,CHF,CH10 10173473,,Preis aus Einkaufsinfosatz,Zukaufteile,
Abdeckung  (B),1,ST,114.63,0,1,ST,114.63,CHF,CH10 10173474,,Preis aus Einkaufsinfosatz,Zukaufteile,
Haube  (K),1,ST,26.85,5,1,ST,26.85,CHF,CH10 10173476,,,Eigenfertigung,X
,,,,,,,,,,,,,
Kleinkomponenten Schlosserei,1,H,64.8,0,0,H,0,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Kleinkomponenten Schlosserei,1,H,64.8,0,0.12,H,7.78,CHF,21031201   21031201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Haube,1,ST,12.73,5,1,ST,12.73,CHF,CH10 10173475,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.112,M2,3.1,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.06,H,4.27,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Zuschlag MGK,,,0,,,,0.24,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.94,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech,1,ST,2.15,5,1,ST,2.15,CHF,CH10 10173471,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.008,H,0.83,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  2,00x1500x3000  DC01",1,M2,27.68,0,0.037,M2,1.02,CHF,CH10 1300090,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Zuschlag MGK,,,0,,,,0.08,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,0.22,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.02,H,1.73,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag PGK,,,0,,,,2.47,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Winkel,1,ST,5,5,1,ST,5,CHF,CH10 10180150,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  1.5x1000x2000 AlMg1 HH14,1,M2,26.85,0,0.001,M2,0.03,CHF,CH10 1050180,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.02,H,1.42,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.01,H,0.71,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.01,H,0.77,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,0,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.03,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Abdeckung  (B),1,ST,139.41,0,1,ST,139.41,CHF,CH10 10173516,,Preis aus Einkaufsinfosatz,Zukaufteile,
BÅrste,1,ST,40.48,5,1,ST,40.48,CHF,CH10 10177380,,,Eigenfertigung,X
,,,,,,,,,,,,,
VOMO Kleinteile H3 UG,1,H,70.32,0,0,H,0,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
VOMO Kleinteile H3 UG,1,H,70.32,0,0.1,H,7.03,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
BÅrste,1,ST,19.31,0,1,ST,19.31,CHF,CH10 10094998,,Preis aus Einkaufsinfosatz,Zukaufteile,
Halter  (K),1,ST,10.8,5,1,ST,10.8,CHF,CH10 10177379,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.01,H,1.04,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  3x1500x3000 DD11,1,M2,39.28,0,0.011,M2,0.43,CHF,CH10 1301096,,Bewertungspreis mit USER-EXIT,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.01,H,0.71,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.05,H,4.31,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Zuschlag MGK,,,0,,,,0.03,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,2.13,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Zuschlag MGK,,,0,,,,1.51,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.83,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Abdeckung  (B),1,ST,27.71,5,1,ST,27.71,CHF,CH10 10186773,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.014,H,1.46,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  2.0x1000x2000 AlMg1 HH14,1,M2,28.96,0,0.3,M2,8.69,CHF,CH10 1050102,,Preis aus Einkaufsinfosatz,Rohmaterial,
Blindnietmutter  HUC/FEKS M3 0.5-2.3 A2K,100,ST,32.74,0,1,ST,0.33,CHF,CH10 2252380,,Bewertungspreis laut Preissteuerung im Materialstamm,Zukaufteile,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.06,H,5.18,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.03,H,2.3,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,0.7,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.71,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Abdeckung  (B),1,ST,25.19,5,1,ST,25.19,CHF,CH10 10186778,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.013,H,1.36,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  2.0x1000x2000 AlMg1 HH14,1,M2,28.96,0,0.235,M2,6.81,CHF,CH10 1050102,,Preis aus Einkaufsinfosatz,Rohmaterial,
Abkanten Xpert 1,1,H,71.16,0,0.03,H,2.13,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Abkanten Xpert 1,1,H,71.16,0,0.045,H,3.2,CHF,21032201   21032201 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0.06,H,5.18,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Kleinkomponenten,1,H,86.25,0,0,H,0,CHF,21040101   21040101 MMONT,,Plantarif der Periode,ILV Maschinenstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0,H,0,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Malerei Zusatzarbeiten,1,H,76.7,0,0.03,H,2.3,CHF,21040104   21040104 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
Zuschlag MGK,,,0,,,,0.53,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,3.68,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Verteiler,1,ST,118,5,1,ST,118,CHF,CH10 10177386,,,Eigenfertigung,X
,,,,,,,,,,,,,
VOMO Kleinteile H3 UG,1,H,70.32,0,0.05,H,3.52,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
VOMO Kleinteile H3 UG,1,H,70.32,0,0.2,H,14.06,CHF,210502     21050303 PMONT,,Plantarif der Periode,ILV Personalstunden Montage,
DrosselrÅckschlagventil  GR-QS-6,1,ST,7.18,0,1,ST,7.18,CHF,CH10 10041837,,Preis aus Einkaufsinfosatz,Zukaufteile,
6kt-Schr  ISO4017 M3x6 8.8 A2K,100,ST,4,100,1,ST,0.04,CHF,CH10 2300003,,Preis aus Einkaufsinfosatz,Zukaufteile,
Kabelbride  St  D=7mm 5100.99,1,ST,0.09,0,1,ST,0.09,CHF,CH10 10045950,,Preis aus Einkaufsinfosatz,Zukaufteile,
DÅse  1mm,10,ST,30.98,0,5,ST,15.49,CHF,CH10 10074722,,Preis aus Einkaufsinfosatz,Zukaufteile,
Rohr,1,ST,53.29,0,1,ST,53.29,CHF,CH10 10177385,,Preis aus Einkaufsinfosatz,Zukaufteile,
"Winkelverschraubung  õ6 G1/4""",1,ST,2.57,0,1,ST,2.57,CHF,CH10 10074673,,Preis aus Einkaufsinfosatz,Zukaufteile,
"Verteilerblock  G1/4"" - G1/8""",1,ST,10.25,0,1,ST,10.25,CHF,CH10 10074672,,Preis aus Einkaufsinfosatz,Zukaufteile,
Zuschlag MGK,,,0,,,,6.94,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,4.57,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech,1,ST,3.65,20,4,ST,14.58,CHF,CH10 10173460,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.052,H,5.43,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
"Blechtafel  5,0x1000x2000 X5CrNi18-10",1,M2,199.59,0,0.036,M2,7.19,CHF,CH10 1700068,,Bewertungspreis laut Preissteuerung im Materialstamm,Rohmaterial,
Zuschlag MGK,,,0,,,,0.56,CHF,900995 10501,,,Zuschlag Materialgemeinkosten MGK,
Zuschlag PGK,,,0,,,,1.41,CHF,900996 10502,,,Zuschlag Produktionsgemeinkosten,
,,,,,,,,,,,,,
Blech  (K),1,ST,5.97,10,2,ST,11.94,CHF,CH10 10173465,,,Eigenfertigung,X
,,,,,,,,,,,,,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0,H,0,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Laserzentrum BYSPRINTF 3015,1,H,104.33,0,0.016,H,1.67,CHF,21032101   21032101 MFERT,,Plantarif der Periode,ILV Maschinenstunden Fertigung,
Blechtafel  4x1500x3000 DD11,1,M2,52.38,0,0.066,M2,3.46,CHF,CH10 1300152,,Bewertungspreis mit USER-EXIT,Rohmaterial,
